atasetexploratoryanalysis,	 atasetexploratoryanalysiscp2,	 delete,	 cell_7257,	 -
isvisualizationwithpython,	 isvisualizationwithpythoncp2, add,	 91_text_isvisualizationwithpython,	 cell_9567
lixedaconsumptionanalysis,	 lixedaconsumptionanalysiscp2, add,	 17_text_lixedaconsumptionanalysis,	 13_text_andasmatplotlibandseaborn
criptionswithnlpandkmeans,	 criptionswithnlpandkmeanscp2, add,	 cell_7559,	 31_df_cleanup_unknown_nsivetutorialdatacleaning
nsivetutorialdatacleaning,	 nsivetutorialdatacleaningcp2,	 delete,	 19_png_nsivetutorialdatacleaning,	 -
ics1descriptivestatistics,	 ics1descriptivestatisticscp2, add,	 cell_9095,	 32_text_ndiancuisineedawithplotly
borsknnclassification7525,	 borsknnclassification7525cp2, add,	 8_DataFrame_borsknnclassification7525,	 75_DataFrame_mobilepriceprediction
variateplottingwithpandas,	 variateplottingwithpandascp2,	 delete,	 33_text_variateplottingwithpandas,	 -
isforsolarpowergeneration,	 isforsolarpowergenerationcp2,	 delete,	 32_png_isforsolarpowergeneration,	 -
iewsdatasetinsightsofdata,	 iewsdatasetinsightsofdatacp2, add,	 22_wineries_points_iewsdatasetinsightsofdata,	 cell_9405
heartdisease,	 heartdiseasecp2, add,	 14_x_train_heartdisease,	 cell_8367
nerationpredictionxgboost,	 nerationpredictionxgboostcp2, add,	 cell_8293,	 cell_7799
analysisvizrecommendation,	 analysisvizrecommendationcp2, add,	 cell_9338,	 10_text_thefutureofpowerissolar
deogamesalesedawithplotly,	 deogamesalesedawithplotlycp2, add,	 100_text_deogamesalesedawithplotly,	 10_png_edictionusingmlalgorithms
exploratorydataanalysis,	 exploratorydataanalysiscp2, add,	 11_png_exploratorydataanalysis,	 cell_8313
ddatasetsvmclassification,	 ddatasetsvmclassificationcp2, add,	 6_df_ddatasetsvmclassification,	 cell_9398
videogamesanalysis,	 videogamesanalysiscp2, add,	 8_platGenre_videogamesanalysis,	 cell_10322
dfrauddetection95accuracy,	 dfrauddetection95accuracycp2,	 delete,	 6_df_dfrauddetection95accuracy,	 -
analysingindianrecipes,	 analysingindianrecipescp2,	 delete,	 cell_7085,	 -
predictingthesales,	 predictingthesalescp2, add,	 34_text_predictingthesales,	 cell_9434
rclothesdatavisualization,	 rclothesdatavisualizationcp2,	 delete,	 cell_7469,	 -
businessanalysisreport5,	 businessanalysisreport5cp2,	 delete,	 10_df_businessanalysisreport5,	 -
hingtobeginwithafirsthint,	 hingtobeginwithafirsthintcp2,	 delete,	 4_train_df_hingtobeginwithafirsthint,	 -
merclothesinecommercewish,	 merclothesinecommercewishcp2,	 delete,	 39_text_merclothesinecommercewish,	 -
ricepredictionwith95score,	 ricepredictionwith95scorecp2, add,	 cell_10334,	 14_text_geiiisimpleedaandcracking
dsusingtheilsuforsurvival,	 dsusingtheilsuforsurvivalcp2, add,	 14_text_dsusingtheilsuforsurvival,	 13_DataFrame_videogamesedaseaborn
hyyoushouldnotuseroccurve,	 hyyoushouldnotuseroccurvecp2, add,	 8_DataFrame_hyyoushouldnotuseroccurve,	 34_png_unitsoldpredictmodel
19pandasprofilingbeginner,	 19pandasprofilingbeginnercp2, add,	 cell_9509,	 27_text_ndiancuisineedawithplotly
winedatasetdatacleaning,	 winedatasetdatacleaningcp2, add,	 11_png_winedatasetdatacleaning,	 3_plain_stats_geiiisimpleedaandcracking
ificationsmachinelearning,	 ificationsmachinelearningcp2, add,	 24_DataFrame_ificationsmachinelearning,	 cell_9125
tplotlibvisualizationtips,	 tplotlibvisualizationtipscp2, add,	 cell_9298,	 12_text_classification9975acrfpca
ameswannadobusinesswithit,	 ameswannadobusinesswithitcp2, add,	 13_text_ameswannadobusinesswithit,	 35_png_dfrauddetection95accuracy
sanalysisandvisualization,	 sanalysisandvisualizationcp2, add,	 39_png_sanalysisandvisualization,	 122_DataFrame_iencetutorialforbeginners
netflixandeda,	 netflixandedacp2,	 delete,	 25_text_netflixandeda,	 -
mobilepriceprediction,	 mobilepricepredictioncp2, add,	 cell_10309,	 84_png_eogamesindustrymadesimple
andrecommendationusingknn,	 andrecommendationusingknncp2,	 delete,	 cell_7682,	 -
nmethodsonmushroomdataset,	 nmethodsonmushroomdatasetcp2,	 delete,	 4_data_nmethodsonmushroomdataset,	 -
lephonepricingpredictions,	 lephonepricingpredictionscp2, add,	 cell_10238,	 cell_7549
solarpowergenerationdata,	 solarpowergenerationdatacp2,	 delete,	 cell_8305,	 -
chooseheartovermind,	 chooseheartovermindcp2,	 delete,	 41_png_chooseheartovermind,	 -
ogisticregressionfeatures,	 ogisticregressionfeaturescp2, add,	 11_text_ogisticregressionfeatures,	 3_data_heartdisease
ngtobasicregressionmodels,	 ngtobasicregressionmodelscp2, add,	 6_png_ngtobasicregressionmodels,	 cell_9576
eogamesindustrymadesimple,	 eogamesindustrymadesimplecp2, add,	 cell_8635,	 3_text_mobilepriceclassification
lerexoplanetsearchresults,	 lerexoplanetsearchresultscp2, add,	 21_data_lerexoplanetsearchresults,	 cell_9543
classification9975acrfpca,	 classification9975acrfpcacp2,	 delete,	 7_text_classification9975acrfpca,	 -
mobilepriceclassification,	 mobilepriceclassificationcp2, add,	 cell_10276,	 cell_7769
mushroomclassification,	 mushroomclassificationcp2, add,	 cell_9963,	 cell_10098
winesnsandpltanalysis,	 winesnsandpltanalysiscp2, add,	 cell_7486,	 cell_8099
ificationedaplotlyseaborn,	 ificationedaplotlyseaborncp2, add,	 cell_10189,	 2_df_chesswinnerprediction
unitsoldpredictmodel,	 unitsoldpredictmodelcp2,	 delete,	 63_text_unitsoldpredictmodel,	 -
geiiisimpleedaandcracking,	 geiiisimpleedaandcrackingcp2, add,	 11_DataFrame_geiiisimpleedaandcracking,	 52_DataFrame_merclothesinecommercewish
egrehastalarnsnflandrlmas,	 egrehastalarnsnflandrlmascp2,	 delete,	 cell_10133,	 -
edaonindiancuisine,	 edaonindiancuisinecp2, add,	 cell_7036,	 cell_8166
edanetflix,	 edanetflixcp2, add,	 1_text_edanetflix,	 156_text_iencetutorialforbeginners
tionedawithvisualizations,	 tionedawithvisualizationscp2, add,	 cell_9851,	 99_df_club_age_sisandvisualizationfifa19
indiafbprophetforecasting,	 indiafbprophetforecastingcp2, add,	 cell_7987,	 cell_7385
sisandvisualizationfifa19,	 sisandvisualizationfifa19cp2,	 delete,	 cell_9710,	 -
rningedawithbiomechanical,	 rningedawithbiomechanicalcp2, add,	 cell_10060,	 40_text_andrecommendationusingknn
covid19tweetsedaviz,	 covid19tweetsedavizcp2,	 delete,	 10_text_covid19tweetsedaviz,	 -
ssalesdataedaandwordcloud,	 ssalesdataedaandwordcloudcp2, add,	 cell_8547,	 24_games_amesdatasetedausingpython
doyouknowaboutfootballers,	 doyouknowaboutfootballerscp2, add,	 cell_9767,	 cell_7213
viesanalysisvisualization,	 viesanalysisvisualizationcp2, add,	 cell_9067,	 cell_9084
salesendtoendconstruction,	 salesendtoendconstructioncp2,	 delete,	 10_text_salesendtoendconstruction,	 -
winerecommender,	 winerecommendercp2, add,	 31_png_winerecommender,	 29_text_hedaandlogisticregression
dnetflixandchillgetfamous,	 dnetflixandchillgetfamouscp2,	 delete,	 cell_9233,	 -
ystemusingweightedaverage,	 ystemusingweightedaveragecp2,	 delete,	 17_DataFrame_ystemusingweightedaverage,	 -
andasmatplotlibandseaborn,	 andasmatplotlibandseaborncp2,	 delete,	 6_png_andasmatplotlibandseaborn,	 -
decisiontreeclassifier,	 decisiontreeclassifiercp2, add,	 20_text_decisiontreeclassifier,	 34_png_lysiswithlinearregression
shierarchicalonindianfood,	 shierarchicalonindianfoodcp2,	 delete,	 cell_7059,	 -
nanalysisandvisualization,	 nanalysisandvisualizationcp2,	 delete,	 38_df_nanalysisandvisualization,	 -
indianfoodexploration,	 indianfoodexplorationcp2,	 delete,	 13_text_indianfoodexploration,	 -
eringvslogisticregression,	 eringvslogisticregressioncp2,	 delete,	 42_png_eringvslogisticregression,	 -
scienceandmachinelearning,	 scienceandmachinelearningcp2, add,	 31_text_scienceandmachinelearning,	 13_DataFrame_lixedaconsumptionanalysis
lysisandvisualizationwine,	 lysisandvisualizationwinecp2, add,	 cell_7524,	 cell_10250
ithmsandfeatureimportance,	 ithmsandfeatureimportancecp3, add,	 11_png_ithmsandfeatureimportance,	 2_data_acomparisonoffewmlmodels
ificationwithrandomforest,	 ificationwithrandomforestcp3,	 delete,	 15_text_ificationwithrandomforest,	 -
hedaandlogisticregression,	 hedaandlogisticregressioncp3, add,	 30_mean_df_hedaandlogisticregression,	 cell_9131
salesprediction,	 salespredictioncp3, add,	 cell_7352,	 24_game_businessanalysisreport3
acomparisonoffewmlmodels,	 acomparisonoffewmlmodelscp3,	 delete,	 cell_9930,	 -
videogamesedaseaborn,	 videogamesedaseaborncp3,	 delete,	 10_text_videogamesedaseaborn,	 -
ndiancuisineedawithplotly,	 ndiancuisineedawithplotlycp3, add,	 26_text_ndiancuisineedawithplotly,	 27_train_strip_v1_usinggaussiandistribution
recipesanalysis,	 recipesanalysiscp3, add,	 cell_7171,	 61_png_ics1descriptivestatistics
9tweetsentimentalanalysis,	 9tweetsentimentalanalysiscp3,	 delete,	 16_text_9tweetsentimentalanalysis,	 -
iveedavizlinearregression,	 iveedavizlinearregressioncp3,	 delete,	 58_png_iveedavizlinearregression,	 -
olarpowermachinelearningi,	 olarpowermachinelearningicp3,	 delete,	 78_png_olarpowermachinelearningi,	 -
fifa19analysis,	 fifa19analysiscp3, add,	 15_df_fifa19analysis,	 cell_10005
netflixdataanalysis,	 netflixdataanalysiscp3,	 delete,	 cell_9265,	 -
gsalesregressionr2score95,	 gsalesregressionr2score95cp3,	 delete,	 9_text_gsalesregressionr2score95,	 -
solarpowergenerationeda,	 solarpowergenerationedacp3, add,	 cell_8222,	 42_text_toseeingredientsimilarity
ningkmeansandhierarchical,	 ningkmeansandhierarchicalcp3,	 delete,	 23_png_ningkmeansandhierarchical,	 -
toseeingredientsimilarity,	 toseeingredientsimilaritycp3,	 delete,	 42_text_toseeingredientsimilarity,	 -
eofmlclassificationmodels,	 eofmlclassificationmodelscp3, add,	 cell_8972,	 cell_7653
ndationenginewithnetworkx,	 ndationenginewithnetworkxcp3,	 delete,	 cell_9033,	 -
lysiswithlinearregression,	 lysiswithlinearregressioncp3, add,	 49_png_lysiswithlinearregression,	 13_recipe_by_state_analysingindianrecipes
sicsedamlforverybeginners,	 sicsedamlforverybeginnerscp3,	 delete,	 cell_8456,	 -
izationplotlyplotstreemap,	 izationplotlyplotstreemapcp3,	 delete,	 31_text_izationplotlyplotstreemap,	 -
usinggaussiandistribution,	 usinggaussiandistributioncp3, add,	 cell_8390,	 cell_9331
classification929accuracy,	 classification929accuracycp3,	 delete,	 5_corr_classification929accuracy,	 -
amesdatasetedausingpython,	 amesdatasetedausingpythoncp3, add,	 46_DataFrame_amesdatasetedausingpython,	 cell_7074
indianfood101,	 indianfood101cp3, add,	 12_text_indianfood101,	 cell_9009
level12simpleedaonlevel34,	 level12simpleedaonlevel34cp3,	 delete,	 cell_7972,	 -
fifa19visualization,	 fifa19visualizationcp3,	 delete,	 cell_9423,	 -
businessanalysisreport3,	 businessanalysisreport3cp3, add,	 9_text_businessanalysisreport3,	 6_df_fifa19visualization
chesswinnerprediction,	 chesswinnerpredictioncp3, add,	 cell_8847,	 cell_8864
edictionusingmlalgorithms,	 edictionusingmlalgorithmscp3,	 delete,	 cell_8827,	 -
solarpowerplantanalysis,	 solarpowerplantanalysiscp3,	 delete,	 24_df_weath_1_solarpowerplantanalysis,	 -
dpredictionwithtensorflow,	 dpredictionwithtensorflowcp3,	 delete,	 19_DataFrame_dpredictionwithtensorflow,	 -
thefutureofpowerissolar,	 thefutureofpowerissolarcp3, add,	 6_DataFrame_thefutureofpowerissolar,	 cell_7113
covid19tweetanalysis,	 covid19tweetanalysiscp3, add,	 43_png_covid19tweetanalysis,	 cell_8286
tavisualizationwithpython,	 tavisualizationwithpythoncp3,	 delete,	 cell_8790,	 -
iencetutorialforbeginners,	 iencetutorialforbeginnerscp3,	 delete,	 73_data_new_iencetutorialforbeginners,	 -
atasetexploratoryanalysis,	 atasetexploratoryanalysiscp3, add,	 23_png_atasetexploratoryanalysis,	 51_top_players_amesdatasetedausingpython
isvisualizationwithpython,	 isvisualizationwithpythoncp3, add,	 137_png_isvisualizationwithpython,	 50_df_1_iveedavizlinearregression
lixedaconsumptionanalysis,	 lixedaconsumptionanalysiscp3,	 delete,	 cell_9199,	 -
criptionswithnlpandkmeans,	 criptionswithnlpandkmeanscp3,	 delete,	 20_text_criptionswithnlpandkmeans,	 -
nsivetutorialdatacleaning,	 nsivetutorialdatacleaningcp3, add,	 40_text_nsivetutorialdatacleaning,	 cell_10270
ics1descriptivestatistics,	 ics1descriptivestatisticscp3, add,	 cell_9083,	 22_text_dfrauddetection95accuracy
borsknnclassification7525,	 borsknnclassification7525cp3,	 delete,	 24_text_borsknnclassification7525,	 -
variateplottingwithpandas,	 variateplottingwithpandascp3,	 delete,	 cell_7539,	 -
isforsolarpowergeneration,	 isforsolarpowergenerationcp3,	 delete,	 cell_8237,	 -
iewsdatasetinsightsofdata,	 iewsdatasetinsightsofdatacp3,	 delete,	 cell_7493,	 -
heartdisease,	 heartdiseasecp3,	 delete,	 8_png_heartdisease,	 -
nerationpredictionxgboost,	 nerationpredictionxgboostcp3, add,	 24_png_nerationpredictionxgboost,	 cell_8109
analysisvizrecommendation,	 analysisvizrecommendationcp3,	 delete,	 69_text_analysisvizrecommendation,	 -
deogamesalesedawithplotly,	 deogamesalesedawithplotlycp3,	 delete,	 cell_8767,	 -
exploratorydataanalysis,	 exploratorydataanalysiscp3, add,	 cell_8916,	 61_text_unitsoldpredictmodel
ddatasetsvmclassification,	 ddatasetsvmclassificationcp3, add,	 cell_8348,	 45_sub_level12simpleedaonlevel34
videogamesanalysis,	 videogamesanalysiscp3,	 delete,	 8_png_videogamesanalysis,	 -
dfrauddetection95accuracy,	 dfrauddetection95accuracycp3, add,	 cell_8317,	 cell_9132
analysingindianrecipes,	 analysingindianrecipescp3, add,	 cell_7090,	 cell_9928
predictingthesales,	 predictingthesalescp3,	 delete,	 cell_7450,	 -
rclothesdatavisualization,	 rclothesdatavisualizationcp3, add,	 13_png_rclothesdatavisualization,	 58_png_toseeingredientsimilarity
businessanalysisreport5,	 businessanalysisreport5cp3, add,	 59_png_businessanalysisreport5,	 cell_10297
hingtobeginwithafirsthint,	 hingtobeginwithafirsthintcp3,	 delete,	 7_train_df_hingtobeginwithafirsthint,	 -
merclothesinecommercewish,	 merclothesinecommercewishcp3, add,	 cell_7409,	 22_DataFrame_ystemusingweightedaverage
ricepredictionwith95score,	 ricepredictionwith95scorecp3,	 delete,	 36_text_ricepredictionwith95score,	 -
dsusingtheilsuforsurvival,	 dsusingtheilsuforsurvivalcp3,	 delete,	 2_data_dsusingtheilsuforsurvival,	 -
hyyoushouldnotuseroccurve,	 hyyoushouldnotuseroccurvecp3,	 delete,	 cell_8379,	 -
19pandasprofilingbeginner,	 19pandasprofilingbeginnercp3, add,	 6_png_19pandasprofilingbeginner,	 50_png_viesanalysisvisualization
winedatasetdatacleaning,	 winedatasetdatacleaningcp3,	 delete,	 cell_7566,	 -
ificationsmachinelearning,	 ificationsmachinelearningcp3, add,	 cell_7787,	 18_text_dnetflixandchillgetfamous
tplotlibvisualizationtips,	 tplotlibvisualizationtipscp3,	 delete,	 3_text_tplotlibvisualizationtips,	 -
ameswannadobusinesswithit,	 ameswannadobusinesswithitcp3,	 delete,	 cell_8668,	 -
sanalysisandvisualization,	 sanalysisandvisualizationcp3,	 delete,	 108_png_sanalysisandvisualization,	 -
netflixandeda,	 netflixandedacp3, add,	 11_png_netflixandeda,	 cell_8414
mobilepriceprediction,	 mobilepricepredictioncp3, add,	 cell_10303,	 cell_9138
andrecommendationusingknn,	 andrecommendationusingknncp3, add,	 13_movies_andrecommendationusingknn,	 132_data_iencetutorialforbeginners
nmethodsonmushroomdataset,	 nmethodsonmushroomdatasetcp3, add,	 cell_9968,	 5_df_ificationwithrandomforest
lephonepricingpredictions,	 lephonepricingpredictionscp3, add,	 32_X2_lephonepricingpredictions,	 cell_7874
solarpowergenerationdata,	 solarpowergenerationdatacp3, add,	 2_text_solarpowergenerationdata,	 cell_8493
chooseheartovermind,	 chooseheartovermindcp3, add,	 cell_7773,	 cell_9855
ogisticregressionfeatures,	 ogisticregressionfeaturescp3, add,	 cell_9923,	 73_png_ificationedaplotlyseaborn
ngtobasicregressionmodels,	 ngtobasicregressionmodelscp3,	 delete,	 cell_10144,	 -
eogamesindustrymadesimple,	 eogamesindustrymadesimplecp3,	 delete,	 85_h_grouped_eogamesindustrymadesimple,	 -
lerexoplanetsearchresults,	 lerexoplanetsearchresultscp3, add,	 cell_7260,	 18_text_isvisualizationwithpython
classification9975acrfpca,	 classification9975acrfpcacp3, add,	 cell_10014,	 38_x_predictingthesales
mobilepriceclassification,	 mobilepriceclassificationcp3, add,	 32_png_mobilepriceclassification,	 cell_8276
mushroomclassification,	 mushroomclassificationcp3, add,	 cell_9949,	 46_text_mobilepriceclassification
winesnsandpltanalysis,	 winesnsandpltanalysiscp3, add,	 cell_7489,	 cell_9179
ificationedaplotlyseaborn,	 ificationedaplotlyseaborncp3,	 delete,	 cell_10184,	 -
unitsoldpredictmodel,	 unitsoldpredictmodelcp3, add,	 cell_7306,	 47_text_eogamesindustrymadesimple
geiiisimpleedaandcracking,	 geiiisimpleedaandcrackingcp3,	 delete,	 9_submission_geiiisimpleedaandcracking,	 -
egrehastalarnsnflandrlmas,	 egrehastalarnsnflandrlmascp3,	 delete,	 cell_10130,	 -
edaonindiancuisine,	 edaonindiancuisinecp3,	 delete,	 cell_7041,	 -
edanetflix,	 edanetflixcp3,	 delete,	 7_png_edanetflix,	 -
tionedawithvisualizations,	 tionedawithvisualizationscp3, add,	 8_DataFrame_tionedawithvisualizations,	 36_daily_yield_olarpowermachinelearningi
indiafbprophetforecasting,	 indiafbprophetforecastingcp3,	 delete,	 cell_7988,	 -
sisandvisualizationfifa19,	 sisandvisualizationfifa19cp3, add,	 cell_9673,	 12_white_wins_hedaandlogisticregression
rningedawithbiomechanical,	 rningedawithbiomechanicalcp3, add,	 34_png_rningedawithbiomechanical,	 cell_7750
covid19tweetsedaviz,	 covid19tweetsedavizcp3, add,	 cell_9020,	 cell_9400
ssalesdataedaandwordcloud,	 ssalesdataedaandwordcloudcp3, add,	 2_text_ssalesdataedaandwordcloud,	 cell_10361
doyouknowaboutfootballers,	 doyouknowaboutfootballerscp3, add,	 61_text_doyouknowaboutfootballers,	 cell_8191
viesanalysisvisualization,	 viesanalysisvisualizationcp3,	 delete,	 65_DataFrame_viesanalysisvisualization,	 -
salesendtoendconstruction,	 salesendtoendconstructioncp3,	 delete,	 5_text_salesendtoendconstruction,	 -
winerecommender,	 winerecommendercp3,	 delete,	 cell_7661,	 -
dnetflixandchillgetfamous,	 dnetflixandchillgetfamouscp3,	 delete,	 cell_9229,	 -
ystemusingweightedaverage,	 ystemusingweightedaveragecp3, add,	 cell_7733,	 63_DataFrame_sanalysisandvisualization
andasmatplotlibandseaborn,	 andasmatplotlibandseaborncp3,	 delete,	 cell_7610,	 -
decisiontreeclassifier,	 decisiontreeclassifiercp3, add,	 20_png_decisiontreeclassifier,	 121_text_iencetutorialforbeginners
shierarchicalonindianfood,	 shierarchicalonindianfoodcp3,	 delete,	 26_text_shierarchicalonindianfood,	 -
nanalysisandvisualization,	 nanalysisandvisualizationcp3,	 delete,	 9_DataFrame_nanalysisandvisualization,	 -
indianfoodexploration,	 indianfoodexplorationcp3, add,	 cell_7103,	 cell_9603
eringvslogisticregression,	 eringvslogisticregressioncp3, add,	 cell_9822,	 2_DataFrame_edictionusingmlalgorithms
scienceandmachinelearning,	 scienceandmachinelearningcp3, add,	 cell_10149,	 cell_7143
lysisandvisualizationwine,	 lysisandvisualizationwinecp3,	 delete,	 cell_7528,	 -
ithmsandfeatureimportance,	 ithmsandfeatureimportancecp4, add,	 cell_9916,	 cell_8576
ificationwithrandomforest,	 ificationwithrandomforestcp4, add,	 cell_9892,	 4_text_olarpowermachinelearningi
hedaandlogisticregression,	 hedaandlogisticregressioncp4,	 delete,	 33_X_hedaandlogisticregression,	 -
salesprediction,	 salespredictioncp4, add,	 13_png_salesprediction,	 28_png_heartdisease
acomparisonoffewmlmodels,	 acomparisonoffewmlmodelscp4, add,	 4_test_acomparisonoffewmlmodels,	 cell_9166
videogamesedaseaborn,	 videogamesedaseaborncp4, add,	 15_DataFrame_videogamesedaseaborn,	 62_text_egrehastalarnsnflandrlmas
ndiancuisineedawithplotly,	 ndiancuisineedawithplotlycp4,	 delete,	 cell_7134,	 -
recipesanalysis,	 recipesanalysiscp4, add,	 22_Time_recipesanalysis,	 22_text_lephonepricingpredictions
